       日期         趋势    江西-南昌   江西-宜春    江西-九江   江西-德安
　　2021.3.17   |   稳定   |   3.63   |   3.54   |   3.54   |   3.54
　　2021.3.16   |   稳定   |   3.63   |   3.54   |   3.54   |   3.54
　　2021.3.15   |   稳定   |   3.634   |   3.544   |   3.544   |   3.544
　　2021.3.12   |   上涨   |   3.63   |   3.54   |   3.54   |   3.54
　　2021.3.11   |   上涨   |   3.58   |   3.50   |   3.50   |   3.50
　　2021.3.10   |   稳定   |   3.52   |   3.44   |   3.44   |   3.44
　　2021.3.9   |   稳定   |   3.484   |   3.404   |   3.404   |   3.404
　　2021.3.8   |   稳定   |   3.48   |   3.40   |   3.40   |   3.40
　　2021.3.5   |   稳定   |   3.48   |   3.40   |   3.40   |   3.40
　　2021.3.4   |   稳定   |   3.48   |   3.40   |   3.40   |   3.40
　　2021.3.3   |   稳定   |   3.48   |   3.40   |   3.40   |   3.40
　　2021.3.2   |   下降   |   3.48   |   3.40   |   3.40   |   3.40
    2021.2.26  |   无    |   3.63   |   3.54   |   3.54   |   3.54
    2021.2.25  |   无    |   3.63   |   3.54   |   3.54   |   3.54
    2021.1.17  |   无    |   3.63   |   3.54   |   3.54   |   3.54
    2021.1.16  |   无    |   3.63   |   3.54   |   3.54   |   3.54
    2021.1.14  |   无    |   3.52   |   3.44   |   3.44   |   3.44
    2021.1.13  |   无    |   3.52   |   3.44   |   3.44   |   3.44
    2021.1.10  |   无    |   3.83   |   3.75   |   3.75   |   3.75
    2021.1.9  |   无    |   3.98   |   3.90   |   3.90   |   3.90
    2021.1.6  |   无    |   3.94   |   3.85   |   3.85   |   3.85
    2021.1.3  |   无    |   3.83   |   3.75   |   3.75   |   3.75
    2021.1.2  |   无    |   3.75   |   3.67   |   3.67   |   3.67
